pc,rank_by_abs_loading,ID_REF,loading,abs_loading,ID,probe_id,ucsc_refgene_name,ucsc_refgene_accession,refgene_group,cpg_island_name,relation_to_cpg_island,regulatory_feature_group,regulatory_feature_name,phantom4_enhancers,hmm_island,chromosome,mapinfo,strand,design_type,color_channel,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,direction,direction_source_col
PC2,43,cg03310087,0.0357133038341999,0.0357133038341999,cg03310087,cg03310087,IGF1R,NM_000875,Body,,,,,,,15,99427016.0,R,I,Red,IGF1R,NM_000875,Body,,,positive_loading,loading
PC2,44,cg12712184,0.0356955602765083,0.0356955602765083,cg12712184,cg12712184,,,,,,Unclassified_Cell_type_specific,7:155790781-155791132,,7:155483458-155483718,7,155790801.0,R,I,Red,,,,,,positive_loading,loading
PC2,45,cg22720392,0.0356313325464725,0.0356313325464725,cg22720392,cg22720392,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,,,,,,1:3123589-3123768,1,3133857.0,R,I,Red,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,,,positive_loading,loading
PC2,46,cg11328898,0.0355426482856273,0.0355426482856273,cg11328898,cg11328898,NTM,NM_001048209,Body,,,,,,,11,131758858.0,R,I,Red,NTM,NM_001048209,Body,,,positive_loading,loading
PC2,47,cg24504942,0.0354367680847644,0.0354367680847644,cg24504942,cg24504942,ARHGEF10,NM_014629,Body,chr8:1830748-1831008,N_Shelf,,,,8:1815777-1815981,8,1828573.0,F,II,,ARHGEF10,NM_014629,Body,chr8:1830748-1831008,N_Shelf,positive_loading,loading
PC2,48,cg23387692,0.0354047305881977,0.0354047305881977,cg23387692,cg23387692,LOC728606,NR_024259,Body,,,,,,,18,24276464.0,F,II,,LOC728606,NR_024259,Body,,,positive_loading,loading
PC2,49,cg08900233,0.0352315455675125,0.0352315455675125,cg08900233,cg08900233,,,,chr1:45452037-45452444,S_Shore,,,,1:45226930-45227012,1,45454424.0,R,I,Red,,,,chr1:45452037-45452444,S_Shore,positive_loading,loading
PC2,50,cg20137991,0.0351476892828941,0.0351476892828941,cg20137991,cg20137991,,,,,,,,,4:80190432-80190505,4,79971432.0,R,I,Red,,,,,,positive_loading,loading
PC2,51,cg06430465,0.0349796079099178,0.0349796079099178,cg06430465,cg06430465,LMF1,NM_022773,Body,chr16:1014739-1014976,Island,Unclassified,16:1014509-1015309,,16:954751-955111,16,1014935.0,F,I,Grn,LMF1,NM_022773,Body,chr16:1014739-1014976,Island,positive_loading,loading
PC2,52,cg07589972,0.0349769257009029,0.0349769257009029,cg07589972,cg07589972,NR3C1;NR3C1;NR3C1,NM_001018074;NM_001018075;NM_001018077,TSS1500;TSS1500;TSS1500,,,,,,,5,142815463.0,F,II,,NR3C1;NR3C1;NR3C1,NM_001018074;NM_001018075;NM_001018077,TSS1500;TSS1500;TSS1500,,,positive_loading,loading
PC2,53,cg05040893,0.0349344126880168,0.0349344126880168,cg05040893,cg05040893,,,,chr17:43037166-43037740,N_Shelf,Unclassified_Cell_type_specific,17:43034671-43034793,,,17,43034755.0,F,II,,,,,chr17:43037166-43037740,N_Shelf,positive_loading,loading
PC2,54,cg02520816,0.0349228642880916,0.0349228642880916,cg02520816,cg02520816,ADCY9,NM_001116,Body,,,,,,16:3996344-3996497,16,4056403.0,R,I,Red,ADCY9,NM_001116,Body,,,positive_loading,loading
PC2,55,cg05869611,0.0349177941679954,0.0349177941679954,cg05869611,cg05869611,GNAT3,NM_001102386,Body,,,,,,,7,80096608.0,F,II,,GNAT3,NM_001102386,Body,,,positive_loading,loading
PC2,56,cg27175943,0.0348816402256488,0.0348816402256488,cg27175943,cg27175943,,,,,,,,,16:83891543-83891791,16,85334190.0,R,I,Red,,,,,,positive_loading,loading
PC2,57,cg01071314,0.0346072725951671,0.0346072725951671,cg01071314,cg01071314,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,chr1:3275029-3275284,S_Shelf,,,,1:3267346-3267496,1,3277623.0,R,I,Red,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,chr1:3275029-3275284,S_Shelf,positive_loading,loading
PC2,58,cg13601936,0.0344660952687263,0.0344660952687263,cg13601936,cg13601936,,,,chr9:140195501-140197475,S_Shore,Promoter_Associated,9:140197669-140198896,,9:139318534-139318609,9,140198751.0,R,I,Red,,,,chr9:140195501-140197475,S_Shore,positive_loading,loading
PC2,59,cg21827809,0.0344029702246189,0.0344029702246189,cg21827809,cg21827809,TP73,NM_005427,5'UTR,,,,,,1:3564564-3565010,1,3575147.0,R,II,,TP73,NM_005427,5'UTR,,,positive_loading,loading
PC2,60,cg19076425,0.0343122072517871,0.0343122072517871,cg19076425,cg19076425,,,,chr5:2866699-2867005,S_Shore,,,,5:2920312-2920370,5,2867319.0,F,II,,,,,chr5:2866699-2867005,S_Shore,positive_loading,loading
PC2,61,cg05624196,0.0343068614602088,0.0343068614602088,cg05624196,cg05624196,APOD;APOD,NM_001647;NM_001647,1stExon;5'UTR,,,,,low-CpG:196792096-196792282,,3,195310883.0,R,II,,APOD;APOD,NM_001647;NM_001647,1stExon;5'UTR,,,positive_loading,loading
PC2,62,cg10397934,0.0342814736068248,0.0342814736068248,cg10397934,cg10397934,,,,,,,,,2:242516922-242517081,2,242868376.0,F,I,Red,,,,,,positive_loading,loading
PC2,63,cg01890568,0.0341165848076343,0.0341165848076343,cg01890568,cg01890568,ACCN1;ACCN1,NM_183377;NM_001094,Body;Body,,,,,,,17,31437649.0,R,I,Red,ACCN1;ACCN1,NM_183377;NM_001094,Body;Body,,,positive_loading,loading
PC2,64,cg07861603,0.0340754128992557,0.0340754128992557,cg07861603,cg07861603,CCDC64B,NM_001103175,1stExon,chr16:3085222-3085469,Island,,,,,16,3085246.0,F,I,Grn,CCDC64B,NM_001103175,1stExon,chr16:3085222-3085469,Island,positive_loading,loading
PC2,65,cg16765600,0.0340283289551734,0.0340283289551734,cg16765600,cg16765600,,,,chr18:10589149-10589386,Island,,,,18:10579022-10579386,18,10589169.0,R,I,Red,,,,chr18:10589149-10589386,Island,positive_loading,loading
PC2,66,cg13542073,0.0340141914784908,0.0340141914784908,cg13542073,cg13542073,C6orf134,NM_024909,TSS1500,,,Promoter_Associated,6:30593987-30595136,,,6,30594186.0,R,II,,C6orf134,NM_024909,TSS1500,,,positive_loading,loading
PC2,67,cg05388880,0.034007579088211,0.034007579088211,cg05388880,cg05388880,,,,,,,,,,4,183807081.0,R,II,,,,,,,positive_loading,loading
PC2,68,cg23729283,0.0339972488582134,0.0339972488582134,cg23729283,cg23729283,CPVL;CPVL,NM_031311;NM_019029,Body;Body,,,,,,,7,29040109.0,R,II,,CPVL;CPVL,NM_031311;NM_019029,Body;Body,,,positive_loading,loading
PC2,69,cg02676602,0.0339838191866874,0.0339838191866874,cg02676602,cg02676602,MCF2L;MCF2L,NM_001112732;NM_024979,Body;Body,chr13:113701833-113702280,N_Shelf,,,,13:112746409-112746433,13,113698408.0,R,II,,MCF2L;MCF2L,NM_001112732;NM_024979,Body;Body,chr13:113701833-113702280,N_Shelf,positive_loading,loading
PC2,70,cg18499201,0.0339812599122524,0.0339812599122524,cg18499201,cg18499201,HRNBP3,NM_001082575,5'UTR,,,Unclassified_Cell_type_specific,17:77395801-77396208,,17:74907432-74907542,17,77395887.0,F,I,Red,HRNBP3,NM_001082575,5'UTR,,,positive_loading,loading
PC2,71,cg19341106,0.0339646190404892,0.0339646190404892,cg19341106,cg19341106,PTPRN2;PTPRN2;PTPRN2,NM_002847;NM_130842;NM_130843,Body;Body;Body,,,,,,7:157504569-157504680,7,157811843.0,F,II,,PTPRN2;PTPRN2;PTPRN2,NM_002847;NM_130842;NM_130843,Body;Body;Body,,,positive_loading,loading
PC2,72,cg19418273,0.033942624926567,0.033942624926567,cg19418273,cg19418273,CREB3L2,NM_194071,3'UTR,,,,,,,7,137562440.0,R,II,,CREB3L2,NM_194071,3'UTR,,,positive_loading,loading
PC2,73,cg26344024,0.0338973365724086,0.0338973365724086,cg26344024,cg26344024,FOXP1;FOXP1,NM_032682;NM_001012505,5'UTR;5'UTR,,,,,,,3,71357195.0,R,II,,FOXP1;FOXP1,NM_032682;NM_001012505,5'UTR;5'UTR,,,positive_loading,loading
PC2,74,cg24298423,0.0338159278035163,0.0338159278035163,cg24298423,cg24298423,C7orf58;C7orf58,NM_001105533;NM_024913,Body;Body,,,,,,,7,120704511.0,F,II,,C7orf58;C7orf58,NM_001105533;NM_024913,Body;Body,,,positive_loading,loading
PC2,75,cg26864714,0.0337735228240489,0.0337735228240489,cg26864714,cg26864714,,,,,,,,,10:133098868-133098975,10,133208907.0,F,I,Red,,,,,,positive_loading,loading
PC2,76,cg01090834,-0.0337216593325138,0.0337216593325138,cg01090834,cg01090834,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island,,,,21:37003057-37003703,21,38081193.0,R,II,,SIM2;SIM2,NM_009586;NM_005069,Body;Body,chr21:38079941-38081833,Island,negative_loading,loading
PC2,77,cg25693317,0.033683493733406,0.033683493733406,cg25693317,cg25693317,SH3PXD2B,NM_001017995,Body,,,,,,5:171740396-171740447,5,171807791.0,F,II,,SH3PXD2B,NM_001017995,Body,,,positive_loading,loading
PC2,78,cg04562683,0.0336451381444931,0.0336451381444931,cg04562683,cg04562683,TP73;TP73;TP73;TP73,NM_001126240;NM_005427;NM_001126242;NM_001126241,Body;Body;Body;Body,chr1:3634633-3635101,S_Shelf,,,,,1,3638722.0,F,I,Red,TP73;TP73;TP73;TP73,NM_001126240;NM_005427;NM_001126242;NM_001126241,Body;Body;Body;Body,chr1:3634633-3635101,S_Shelf,positive_loading,loading
PC2,79,cg19446340,0.0336440876126289,0.0336440876126289,cg19446340,cg19446340,,,,,,,,,,4,101208932.0,R,II,,,,,,,positive_loading,loading
PC2,80,cg01087463,0.0335987098515033,0.0335987098515033,cg01087463,cg01087463,BTD,NM_000060,Body,,,,,,,3,15676638.0,F,II,,BTD,NM_000060,Body,,,positive_loading,loading
PC2,81,cg00425843,0.0335985645651817,0.0335985645651817,cg00425843,cg00425843,,,,,,,,,,10,94883021.0,F,II,,,,,,,positive_loading,loading
PC2,82,cg09319828,0.0335798934102058,0.0335798934102058,cg09319828,cg09319828,TTC24,NM_001105669,Body,,,Unclassified,1:156551641-156552343,,,1,156551787.0,R,I,Red,TTC24,NM_001105669,Body,,,positive_loading,loading
PC2,83,cg03548062,0.0335255041718483,0.0335255041718483,cg03548062,cg03548062,,,,,,,,,14:100227816-100228074,14,101158251.0,F,I,Red,,,,,,positive_loading,loading
PC2,84,cg03678146,0.0335096940398216,0.0335096940398216,cg03678146,cg03678146,CARD11,NM_032415,Body,chr7:2968234-2968596,S_Shelf,,,,7:2938399-2938928,7,2972392.0,F,I,Grn,CARD11,NM_032415,Body,chr7:2968234-2968596,S_Shelf,positive_loading,loading
PC2,85,cg27232401,0.033509150147438,0.033509150147438,cg27232401,cg27232401,,,,,,,,,,6,127977312.0,R,II,,,,,,,positive_loading,loading
PC2,86,cg04213900,0.0335048027336597,0.0335048027336597,cg04213900,cg04213900,,,,chr14:104687157-104687375,Island,,,,14:103756911-103757099,14,104687257.0,R,I,Red,,,,chr14:104687157-104687375,Island,positive_loading,loading
PC2,87,cg19572323,0.0335023030638694,0.0335023030638694,cg19572323,cg19572323,,,,chr14:27066313-27066578,S_Shelf,,,,,14,27069329.0,F,II,,,,,chr14:27066313-27066578,S_Shelf,positive_loading,loading
PC2,88,cg01154505,0.0334639772772789,0.0334639772772789,cg01154505,cg01154505,FBLN7;FBLN7,NM_153214;NM_001128165,Body;Body,chr2:112939287-112939563,S_Shore,Unclassified_Cell_type_specific,2:112938965-112940681,,,2,112940409.0,F,I,Red,FBLN7;FBLN7,NM_153214;NM_001128165,Body;Body,chr2:112939287-112939563,S_Shore,positive_loading,loading
PC2,89,cg20284937,0.0334172956645488,0.0334172956645488,cg20284937,cg20284937,RNF220,NM_018150,Body,,,,,,,1,45002564.0,F,II,,RNF220,NM_018150,Body,,,positive_loading,loading
PC2,90,cg21167817,0.0334101393818855,0.0334101393818855,cg21167817,cg21167817,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,chr1:3275029-3275284,S_Shelf,,,,1:3267346-3267496,1,3277557.0,R,I,Red,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,chr1:3275029-3275284,S_Shelf,positive_loading,loading
PC2,91,cg06609498,0.0334024876356124,0.0334024876356124,cg06609498,cg06609498,HDAC4,NM_006037,Body,,,,,,2:239897967-239898178,2,240233240.0,F,II,,HDAC4,NM_006037,Body,,,positive_loading,loading
PC2,92,cg19758859,0.0333370454609394,0.0333370454609394,cg19758859,cg19758859,SASH1,NM_015278,Body,,,,,,6:148911154-148911229,6,148869489.0,F,I,Red,SASH1,NM_015278,Body,,,positive_loading,loading
PC2,93,cg12684958,0.0332229845225811,0.0332229845225811,cg12684958,cg12684958,PPBPL2,NR_026769,TSS1500,,,,,,,4,74921425.0,F,II,,PPBPL2,NR_026769,TSS1500,,,positive_loading,loading
PC2,94,cg02084553,0.0331965014338493,0.0331965014338493,cg02084553,cg02084553,,,,,,,,,,2,166937779.0,R,II,,,,,,,positive_loading,loading
PC2,95,cg03534360,0.0331739820539951,0.0331739820539951,cg03534360,cg03534360,SYT16,NM_031914,Body,,,,,,14:61620680-61620750,14,62550927.0,R,II,,SYT16,NM_031914,Body,,,positive_loading,loading
PC2,96,cg14508093,0.0331205911934375,0.0331205911934375,cg14508093,cg14508093,,,,,,,,,,9,98862825.0,R,I,Red,,,,,,positive_loading,loading
PC2,97,cg07807210,0.0331047363579273,0.0331047363579273,cg07807210,cg07807210,MBP;MBP,NM_001025100;NM_001025101,Body;Body,chr18:74770351-74770590,Island,,,,18:72899159-72899784,18,74770431.0,F,I,Red,MBP;MBP,NM_001025100;NM_001025101,Body;Body,chr18:74770351-74770590,Island,positive_loading,loading
PC2,98,cg08931917,0.0330909490585327,0.0330909490585327,cg08931917,cg08931917,GRIN2B,NM_000834,5'UTR,,,,,,12:14000764-14000894,12,14109569.0,F,II,,GRIN2B,NM_000834,5'UTR,,,positive_loading,loading
PC2,99,cg20592017,0.0330891981720924,0.0330891981720924,cg20592017,cg20592017,,,,,,,,,15:38151816-38152291,15,40364740.0,F,I,Grn,,,,,,positive_loading,loading
PC2,100,cg13909661,0.0330787450075149,0.0330787450075149,cg13909661,cg13909661,SSPN;SSPN,NM_005086;NM_001135823,3'UTR;3'UTR,,,,,,,12,26386833.0,R,I,Red,SSPN;SSPN,NM_005086;NM_001135823,3'UTR;3'UTR,,,positive_loading,loading
