gene_id,mean_a,mean_b,delta_mean_a_minus_b,detected_frac_a,detected_frac_b,delta_detected_frac_a_minus_b,u_statistic,p_value,group_a,group_b,q_value_bh,abs_delta_mean,is_ercc,gene_id_stripped,gene_symbol,gene_biotype,chromosome,is_mito,is_ribo,is_hla
ENSG00000167460,1686.3203647416403,185.41269841269812,1500.9076663289422,0.9258358662614148,0.5091269841269824,0.4167088821344324,3583222.5,0.0,D2_1,D2_2,0.0,1500.9076663289422,False,ENSG00000167460,TPM4,protein_coding,chr19,False,False,False
ENSG00000234745,2299.0729483282653,836.5277777777766,1462.5451705504888,0.9933130699088332,0.9488095238095204,0.0445035460993126,2878398.5,4.1898948274057577e-100,D2_1,D2_2,2.8048358308189438e-99,1462.5451705504888,False,ENSG00000234745,HLA-B,protein_coding,chr6,False,False,True
ENSG00000080824,1790.0857142857162,362.0940476190472,1427.991666666669,0.9896656534954592,0.819841269841267,0.1698243836541921,3505665.0,0.0,D2_1,D2_2,0.0,1427.991666666669,False,ENSG00000080824,HSP90AA1,protein_coding,chr14,False,False,False
ENSG00000122406,2055.2601823708237,653.7623015873008,1401.4978807835223,0.9957446808510824,0.9174603174603144,0.0782843633907681,3300967.5,5.318325274486019e-230,D2_1,D2_2,3.832689810486403e-228,1401.4978807835223,False,ENSG00000122406,RPL5,protein_coding,chr1,False,True,False
ENSG00000112308,1770.1440729483309,373.69999999999897,1396.444072948332,0.9647416413374038,0.7444444444444419,0.2202971968929619,3386759.5,3.6321072758567928e-264,D2_1,D2_2,5.575284668440178e-262,1396.444072948332,False,ENSG00000112308,C6orf62,protein_coding,chr6,False,False,False
ENSG00000090382,1419.6893617021267,124.84682539682528,1294.842536305301,0.248632218844983,0.1261904761904758,0.1224417426545071,2345536.5,1.5588749052015779e-27,D2_1,D2_2,2.6622974849626416e-27,1294.842536305301,False,ENSG00000090382,LYZ,protein_coding,chr12,False,False,False
ENSG00000204592,1983.5106382978688,705.7071428571408,1277.803495440728,0.9866261398176476,0.9210317460317428,0.0655943937859047,2880589.0,1.1903390141058052e-100,D2_1,D2_2,8.006881624243694e-100,1277.803495440728,False,ENSG00000204592,HLA-E,protein_coding,chr6,False,False,True
ENSG00000197746,1478.1720364741632,200.5626984126984,1277.6093380614648,0.7744680851063955,0.5269841269841252,0.2474839581222703,3021433.0,1.2590672990519795e-145,D2_1,D2_2,1.7601714973085512e-144,1277.6093380614648,False,ENSG00000197746,PSAP,protein_coding,chr10,False,False,False
ENSG00000149273,1868.9920972644368,592.6579365079363,1276.3341607565003,0.9933130699088332,0.9341269841269808,0.0591860857818522,3305643.0,1.0042141389629029e-231,D2_1,D2_2,7.746073885970132e-230,1276.3341607565003,False,ENSG00000149273,RPS3,protein_coding,chr11,False,True,False
ENSG00000137642,1504.5434650455927,236.49246031746048,1268.0510047281325,0.8528875379939357,0.6456349206349185,0.2072526173590172,3088856.0,2.7978489680994742e-161,D2_1,D2_2,5.0230387906815136e-160,1268.0510047281325,False,ENSG00000137642,SORL1,protein_coding,chr11,False,False,False
ENSG00000174748,1679.5993920972685,418.0043650793653,1261.5950270179032,0.9963525835866448,0.8964285714285684,0.0999240121580764,3458009.5,4.992861544852886e-292,D2_1,D2_2,2.0168532819339944e-289,1261.5950270179032,False,ENSG00000174748,RPL15,protein_coding,chr3,False,True,False
ENSG00000188404,1671.4261398176263,436.8821428571423,1234.543996960484,0.7969604863222016,0.4849206349206333,0.3120398514015683,3123406.5,1.6054458464649164e-179,D2_1,D2_2,3.9303977261940137e-178,1234.543996960484,False,ENSG00000188404,SELL,protein_coding,chr1,False,False,False
ENSG00000105810,1338.5373860182387,112.76428571428556,1225.7731003039532,0.8389057750760022,0.4210317460317446,0.4178740290442575,3432399.0,1.192197095118967e-302,D2_1,D2_2,5.382419238257688e-300,1225.7731003039532,False,ENSG00000105810,CDK6,protein_coding,chr7,False,False,False
ENSG00000122566,1506.1477203647407,296.7571428571423,1209.3905775075984,0.9823708206687112,0.8396825396825368,0.1426882809861744,3487057.0,1.4295239583558249e-304,D2_1,D2_2,7.566618193366178e-302,1209.3905775075984,False,ENSG00000122566,HNRNPA2B1,protein_coding,chr7,False,False,False
ENSG00000136167,1535.385410334345,329.82380952380925,1205.5616008105353,0.9458966565349716,0.7638888888888863,0.1820077676460854,3246580.5,3.6504789115258075e-211,D2_1,D2_2,1.6776901584407533e-209,1205.5616008105353,False,ENSG00000136167,LCP1,protein_coding,chr13,False,False,False
ENSG00000108298,1862.7392097264456,673.5015873015877,1189.237622424858,0.9933130699088332,0.9095238095238064,0.0837892603850267,3293834.0,2.2585510827670825e-227,D2_1,D2_2,1.5205596105471367e-225,1189.237622424858,False,ENSG00000108298,RPL19,protein_coding,chr17,False,True,False
ENSG00000173812,1617.0200607902734,461.7623015873031,1155.2577592029704,0.990881458966584,0.9166666666666636,0.0742147922999203,3320465.0,2.68777646414326e-237,D2_1,D2_2,2.3848190014219103e-235,1155.2577592029704,False,ENSG00000173812,EIF1,protein_coding,chr17,False,False,False
ENSG00000111348,1621.5933130699098,474.13888888888886,1147.4544241810208,0.9866261398176476,0.8587301587301558,0.1278959810874917,3369520.5,2.6593979275765505e-256,D2_1,D2_2,3.346045753139349e-254,1147.4544241810208,False,ENSG00000111348,ARHGDIB,protein_coding,chr12,False,False,False
ENSG00000167658,1399.4346504559269,257.1507936507936,1142.283856805133,0.98723404255321,0.8273809523809496,0.1598530901722603,3509578.5,0.0,D2_1,D2_2,0.0,1142.283856805133,False,ENSG00000167658,EEF2,protein_coding,chr19,False,False,False
ENSG00000117632,1241.4224924012155,156.4658730158729,1084.9566193853427,0.7732522796352709,0.2742063492063483,0.4990459304289225,3357568.0,1.1145577154095398e-294,D2_1,D2_2,4.6239083598747134e-292,1084.9566193853427,False,ENSG00000117632,STMN1,protein_coding,chr1,False,False,False
ENSG00000102144,1254.945288753799,170.72499999999974,1084.2202887537994,0.9075987841945452,0.5976190476190456,0.3099797365754995,3418161.5,1.1803137483391282e-281,D2_1,D2_2,3.235324292322432e-279,1084.2202887537994,False,ENSG00000102144,PGK1,protein_coding,chrX,False,False,False
ENSG00000162511,1429.139817629182,365.2916666666666,1063.8481509625155,0.9562310030395312,0.7920634920634894,0.1641675109760418,3305542.5,2.405232894822452e-232,D2_1,D2_2,1.8836900477308486e-230,1063.8481509625155,False,ENSG00000162511,LAPTM5,protein_coding,chr1,False,False,False
ENSG00000134333,1274.5173252279617,219.39484126984084,1055.1224839581207,0.8711246200608055,0.533730158730157,0.3373944613306485,3352190.0,7.530854035688827e-259,D2_1,D2_2,1.0229965437860487e-256,1055.1224839581207,False,ENSG00000134333,LDHA,protein_coding,chr11,False,False,False
ENSG00000019582,1673.1647416413382,620.4591269841259,1052.7056146572122,0.6960486322188554,0.6607142857142835,0.0353343465045719,2505517.0,3.6296005704849286e-31,D2_1,D2_2,6.712574549029355e-31,1052.7056146572122,False,ENSG00000019582,CD74,protein_coding,chr5,False,False,False
ENSG00000102879,1365.151367781154,313.0281746031747,1052.1231931779794,0.9124620060790436,0.7619047619047593,0.1505572441742844,3198524.0,1.2162686144788765e-194,D2_1,D2_2,3.9222107630778887e-193,1052.1231931779794,False,ENSG00000102879,CORO1A,protein_coding,chr16,False,False,False
ENSG00000110955,1242.0468085106384,201.69047619047603,1040.3563323201624,0.8960486322188609,0.5698412698412679,0.3262073623775929,3408638.5,3.0217657486037077e-279,D2_1,D2_2,7.362556228740781e-277,1040.3563323201624,False,ENSG00000110955,ATP5F1B,protein_coding,chr12,False,False,False
ENSG00000067082,1446.7683890577507,408.6222222222217,1038.1461668355291,0.9215805471124786,0.7646825396825371,0.1568980074299415,3088531.0,8.985216756337456e-159,D2_1,D2_2,1.5444913461341538e-157,1038.1461668355291,False,ENSG00000067082,KLF6,protein_coding,chr10,False,False,False
ENSG00000196776,1207.662613981764,183.67579365079328,1023.9868203309708,0.9598784194529052,0.7369047619047594,0.2229736575481458,3507995.5,0.0,D2_1,D2_2,0.0,1023.9868203309708,False,ENSG00000196776,CD47,protein_coding,chr3,False,False,False
ENSG00000002586,1253.0887537993913,235.19920634920587,1017.8895474501854,0.9234042553191656,0.6452380952380931,0.2781661600810725,3437862.0,8.782569895458527e-288,D2_1,D2_2,3.2098201879830565e-285,1017.8895474501854,False,ENSG00000002586,CD99,protein_coding,chrX,False,False,False
ENSG00000169045,1237.2255319148946,234.36706349206253,1002.8584684228322,0.9945288753799578,0.9039682539682508,0.0905606214117069,3513566.5,0.0,D2_1,D2_2,0.0,1002.8584684228322,False,ENSG00000169045,HNRNPH1,protein_coding,chr5,False,False,False
ENSG00000135486,1205.1854103343444,203.50396825396828,1001.681442080376,0.9920972644377084,0.8694444444444415,0.122652819993267,3595519.5,0.0,D2_1,D2_2,0.0,1001.681442080376,False,ENSG00000135486,HNRNPA1,protein_coding,chr12,False,False,False
ENSG00000149925,1240.027355623101,247.23928571428576,992.7880699088148,0.9221884498480408,0.6666666666666644,0.2555217831813765,3378386.0,7.19346205921132e-263,D2_1,D2_2,1.0720353651348911e-260,992.7880699088148,False,ENSG00000149925,ALDOA,protein_coding,chr16,False,False,False
ENSG00000083845,1545.347112462007,559.2746031746037,986.0725092874036,0.9604863221884676,0.7809523809523783,0.1795339412360892,3270990.5,1.0871864681925107e-219,D2_1,D2_2,6.158048814300752e-218,986.0725092874036,False,ENSG00000083845,RPS5,protein_coding,chr19,False,True,False
ENSG00000142541,1573.5039513677789,595.2015873015855,978.3023640661934,0.9957446808510824,0.9440476190476158,0.0516970618034666,3209966.5,1.8305370930197912e-197,D2_1,D2_2,6.371597364592698e-196,978.3023640661934,False,ENSG00000142541,RPL13A,protein_coding,chr19,False,True,False
ENSG00000121691,1153.691185410331,178.9809523809523,974.7102330293786,0.7428571428571545,0.2841269841269832,0.4587301587301713,3233671.5,2.0159933229247137e-242,D2_1,D2_2,1.9340935941808974e-240,974.7102330293786,False,ENSG00000121691,CAT,protein_coding,chr11,False,False,False
ENSG00000143549,1204.1744680851048,233.0039682539681,971.1704998311368,0.9811550151975866,0.7809523809523783,0.2002026342452083,3529907.5,0.0,D2_1,D2_2,0.0,971.1704998311368,False,ENSG00000143549,TPM3,protein_coding,chr1,False,False,False
ENSG00000111716,1273.5829787234024,309.0916666666663,964.4913120567362,0.9179331306991046,0.6714285714285692,0.2465045592705355,3258871.5,2.8010085684260776e-217,D2_1,D2_2,1.4775079561972608e-215,964.4913120567362,False,ENSG00000111716,LDHB,protein_coding,chr12,False,False,False
ENSG00000165119,1132.2680851063824,172.35753968253954,959.9105454238428,0.9823708206687112,0.7742063492063466,0.2081644714623647,3569631.0,0.0,D2_1,D2_2,0.0,959.9105454238428,False,ENSG00000165119,HNRNPK,protein_coding,chr9,False,False,False
ENSG00000163466,1239.6237082066868,295.4289682539682,944.1947399527188,0.96899696048634,0.8353174603174575,0.1336795001688826,3364940.0,1.1262042638066664e-254,D2_1,D2_2,1.361199641687585e-252,944.1947399527188,False,ENSG00000163466,ARPC2,protein_coding,chr2,False,False,False
ENSG00000170345,1298.7525835866234,360.5345238095233,938.2180597771,0.5288753799392155,0.3976190476190463,0.1312563323201692,2495144.0,3.107833995783664e-34,D2_1,D2_2,6.127842239599132e-34,938.2180597771,False,ENSG00000170345,FOS,protein_coding,chr14,False,False,False
ENSG00000115053,1121.0577507598782,183.453571428571,937.6041793313073,0.9306990881459136,0.6829365079365056,0.2477625802094079,3390827.0,2.548980430652637e-267,D2_1,D2_2,4.446232910286133e-265,937.6041793313073,False,ENSG00000115053,NCL,protein_coding,chr2,False,False,False
ENSG00000204525,1368.1489361702138,437.9595238095243,930.1894123606896,0.9933130699088332,0.9523809523809492,0.040932117527884,3060390.0,1.9340018768741255e-149,D2_1,D2_2,2.8517702987529128e-148,930.1894123606896,False,ENSG00000204525,HLA-C,protein_coding,chr6,False,False,True
ENSG00000163931,1045.7720364741651,122.8309523809522,922.9410840932128,0.8358662613981905,0.4289682539682525,0.406898007429938,3356047.5,2.5441746831420076e-269,D2_1,D2_2,4.6491763555035495e-267,922.9410840932128,False,ENSG00000163931,TKT,protein_coding,chr3,False,False,False
ENSG00000124766,1024.1775075987832,103.49801587301592,920.6794917257672,0.8249240121580687,0.3119047619047609,0.5130192502533077,3422381.0,0.0,D2_1,D2_2,0.0,920.6794917257672,False,ENSG00000124766,SOX4,protein_coding,chr6,False,False,False
ENSG00000143933,1112.974468085106,201.0559523809525,911.9185157041534,0.9306990881459136,0.6365079365079344,0.2941911516379791,3420135.0,1.5568094415471184e-280,D2_1,D2_2,4.0503432080929264e-278,911.9185157041534,False,ENSG00000143933,CALM2,protein_coding,chr2,False,False,False
ENSG00000152234,1092.418844984803,195.05476190476148,897.3640830800415,0.8753799392097418,0.5142857142857126,0.3610942249240292,3354979.0,6.6964286178800955e-261,D2_1,D2_2,9.517609193005509e-259,897.3640830800415,False,ENSG00000152234,ATP5F1A,protein_coding,chr18,False,False,False
ENSG00000044574,1190.979939209726,296.9749999999994,894.0049392097264,0.765957446808523,0.5246031746031729,0.2413542722053501,2955048.0,1.6859581585610833e-126,D2_1,D2_2,1.6959015553022693e-125,894.0049392097264,False,ENSG00000044574,HSPA5,protein_coding,chr9,False,False,False
ENSG00000100129,1104.144072948329,221.7297619047618,882.4143110435673,0.9033434650456088,0.584920634920633,0.3184228301249758,3342866.5,7.910673110118873e-252,D2_1,D2_2,9.061853152263036e-250,882.4143110435673,False,ENSG00000100129,EIF3L,protein_coding,chr22,False,False,False
ENSG00000147403,1276.0595744680827,397.3511904761911,878.7083839918917,0.9963525835866448,0.9424603174603142,0.0538922661263305,3348337.5,6.7921804054876396e-248,D2_1,D2_2,7.141093782481868e-246,878.7083839918917,False,ENSG00000147403,RPL10,protein_coding,chrX,False,True,False
ENSG00000196230,970.0857142857128,92.686507936508,877.3992063492049,0.853495440729498,0.4246031746031732,0.4288922661263248,3429344.5,5.095262353720541e-300,D2_1,D2_2,2.234636489417437e-297,877.3992063492049,False,ENSG00000196230,TUBB,protein_coding,chr6,False,False,False
ENSG00000169100,1099.003647416412,226.56904761904696,872.434599797365,0.9629179331307168,0.7444444444444419,0.2184734886862749,3437373.0,9.36724765556189e-285,D2_1,D2_2,2.8757450302575004e-282,872.434599797365,False,ENSG00000169100,SLC25A6,protein_coding,chrX,False,False,False
ENSG00000075415,1053.6851063829777,187.8916666666664,865.7934397163112,0.8844984802431767,0.567857142857141,0.3166413373860357,3370699.0,3.6794893116787614e-264,D2_1,D2_2,5.592095142006831e-262,865.7934397163112,False,ENSG00000075415,SLC25A3,protein_coding,chr12,False,False,False
ENSG00000204287,1269.8972644376895,404.1142857142856,865.7829787234041,0.4389057750759912,0.3178571428571418,0.1210486322188493,2428738.0,1.5132279080379652e-27,D2_1,D2_2,2.5849152446453116e-27,865.7829787234041,False,ENSG00000204287,HLA-DRA,protein_coding,chr6,False,False,True
ENSG00000164924,1095.6389057750775,242.5805555555557,853.0583502195219,0.990881458966584,0.8595238095238066,0.1313576494427772,3455523.0,4.0849211117678334e-291,D2_1,D2_2,1.6077830529650318e-288,853.0583502195219,False,ENSG00000164924,YWHAZ,protein_coding,chr8,False,False,False
ENSG00000187109,1023.3392097264416,180.72619047619017,842.6130192502516,0.9416413373860354,0.7015873015872992,0.2400540357987362,3396998.0,3.039501102912764e-269,D2_1,D2_2,5.488981403495403e-267,842.6130192502516,False,ENSG00000187109,NAP1L1,protein_coding,chr12,False,False,False
ENSG00000117289,1518.2620060790266,684.2837301587305,833.9782759202961,0.9313069908814758,0.8297619047619019,0.1015450861195739,2791082.5,3.822130438542682e-80,D2_1,D2_2,1.7925359679691467e-79,833.9782759202961,False,ENSG00000117289,,,,False,False,False
ENSG00000124193,1003.567173252279,171.72261904761922,831.8445542046597,0.8917933130699246,0.5392857142857125,0.3525075987842121,3368759.5,1.5573042437609335e-264,D2_1,D2_2,2.439246953237789e-262,831.8445542046597,False,ENSG00000124193,SRSF6,protein_coding,chr20,False,False,False
ENSG00000112081,1017.9775075987836,195.93373015872965,822.0437774400539,0.939209726443786,0.6753968253968231,0.263812901046963,3432832.5,1.5325060731598374e-284,D2_1,D2_2,4.612542788824218e-282,822.0437774400539,False,ENSG00000112081,SRSF3,protein_coding,chr6,False,False,False
ENSG00000067560,1012.3063829787236,191.5960317460314,820.7103512326923,0.9623100303951544,0.7027777777777754,0.2595322526173791,3480851.5,8.088335887267178e-304,D2_1,D2_2,3.8798736209234735e-301,820.7103512326923,False,ENSG00000067560,RHOA,protein_coding,chr3,False,False,False
ENSG00000131051,1077.6285714285718,281.7992063492059,795.829365079366,0.990881458966584,0.8666666666666637,0.1242147922999201,3443457.0,4.569946243844754e-286,D2_1,D2_2,1.4925249966599354e-283,795.829365079366,False,ENSG00000131051,RBM39,protein_coding,chr20,False,False,False
ENSG00000119335,920.2127659574468,124.45238095238072,795.760385005066,0.9598784194529052,0.6718253968253945,0.2880530226275106,3519765.0,0.0,D2_1,D2_2,0.0,795.760385005066,False,ENSG00000119335,SET,protein_coding,chr9,False,False,False
ENSG00000100650,969.813373860184,183.48373015873048,786.3296437014535,0.9671732522796532,0.7825396825396799,0.1846335697399732,3467284.0,9.793910261189418e-297,D2_1,D2_2,4.176014514146044e-294,786.3296437014535,False,ENSG00000100650,SRSF5,protein_coding,chr14,False,False,False
ENSG00000135821,968.740425531914,189.77976190476164,778.9606636271524,0.8364741641337529,0.3718253968253956,0.4646487673083572,3356596.0,4.5363519064914916e-275,D2_1,D2_2,9.6712502450895e-273,778.9606636271524,False,ENSG00000135821,GLUL,protein_coding,chr1,False,False,False
ENSG00000110321,948.7884498480248,173.7361111111104,775.0523387369144,0.9422492401215976,0.6670634920634898,0.2751857480581079,3375410.0,2.363487945564723e-261,D2_1,D2_2,3.422598109850801e-259,775.0523387369144,False,ENSG00000110321,EIF4G2,protein_coding,chr11,False,False,False
ENSG00000137818,1248.349544072949,473.8281746031754,774.5213694697735,0.9927051671732708,0.9317460317460284,0.0609591354272422,3273844.5,4.884664038225278e-220,D2_1,D2_2,2.797746006968583e-218,774.5213694697735,False,ENSG00000137818,RPLP1,protein_coding,chr15,False,True,False
ENSG00000113648,890.4431610942252,118.1944444444441,772.248716649781,0.935562310030412,0.5218253968253951,0.413736913205017,3509823.0,0.0,D2_1,D2_2,0.0,772.248716649781,False,ENSG00000113648,MACROH2A1,protein_coding,chr5,False,False,False
ENSG00000030582,866.2498480243165,94.14047619047616,772.1093718338403,0.4741641337386061,0.2174603174603167,0.2567038162782894,2698785.5,1.3404857397564502e-88,D2_1,D2_2,7.304386263848601e-88,772.1093718338403,False,ENSG00000030582,GRN,protein_coding,chr17,False,False,False
ENSG00000100201,976.4838905775068,206.17023809523823,770.3136524822685,0.9811550151975866,0.8503968253968225,0.1307581898007641,3373222.0,8.304787385645699e-258,D2_1,D2_2,1.089559712561209e-255,770.3136524822685,False,ENSG00000100201,DDX17,protein_coding,chr22,False,False,False
ENSG00000167526,1398.7829787234018,636.5357142857141,762.2472644376877,0.9969604863222072,0.945238095238092,0.0517223910841151,3179704.5,3.334745821775594e-187,D2_1,D2_2,9.323925020811544e-186,762.2472644376877,False,ENSG00000167526,RPL13,protein_coding,chr16,False,True,False
ENSG00000088448,954.6364741641344,195.60238095238023,759.034093211754,0.9349544072948498,0.6464285714285692,0.2885258358662805,3403965.5,1.6174212286101515e-273,D2_1,D2_2,3.35505619718457e-271,759.034093211754,False,ENSG00000088448,ANKRD10,protein_coding,chr13,False,False,False
ENSG00000158710,914.5458966565344,163.39761904761917,751.1482776089152,0.9124620060790436,0.6555555555555533,0.2569064505234903,3348598.5,1.4548510235983813e-251,D2_1,D2_2,1.654219497202604e-249,751.1482776089152,False,ENSG00000158710,TAGLN2,protein_coding,chr1,False,False,False
ENSG00000161016,1139.289969604861,390.6150793650794,748.6748902397816,0.9714285714285894,0.8261904761904734,0.145238095238116,3248471.0,3.077154125588541e-211,D2_1,D2_2,1.4184479227562798e-209,748.6748902397816,False,ENSG00000161016,RPL8,protein_coding,chr8,False,True,False
